PSc440005  0.3056  52.989254  -28.88355 
filter g_ps1 
## 55092.6  26.5508299149  5.06359826157
## 55170.4  25.8151450034  10.271478549
## 55191.3  24.424708283  0.834355708301
## 55446.6  25.0792597124  1.45960040349
## 55449.6  25.8442862107  2.68728571419
## 55452.6  25.258133461  1.76080962887
## 55458.6  26.0468329868  4.9898875563
## 55467.6  23.3869357212  1.25415065046
## 55476.6  24.9807372141  1.44220839223
## 55479.5  26.6355857672  7.56881057489
## 55518.4  23.5070788773  0.569577783994
## 55524.4  24.8195591388  3.87887718477
## 55548.4  23.772857353  1.15390153166
## 55828.6  25.6061303663  1.91208733578
## 55852.5  24.2403366279  1.02117775078
## 55889.4  24.4286783066  0.648811579021
## 55911.4  26.6051628825  7.10681014027
## 55947.3  24.4133272295  0.677209457319
56206.5  23.2849295277  0.353202076995
56209.5  22.5345043345  0.13066224167
56214.5  22.178937203  0.133907572959
56217.5  22.2073937878  0.098223838093
56220.5  22.2921934372  0.172157339485
56235.4  23.6259594012  0.459378204095
56238.4  23.9491615406  0.875708139772
## 56268.4  26.012914111  3.32096180779
## 56271.4  26.7782593485  6.75401642188
## 56309.2  23.6214970048  0.503887012659
## 56545.6  27.1308091894  10.8704990693
## 56593.5  25.0418366186  2.01349790456
## 56633.4  26.6810918495  7.00825867258
## 56652.3  24.099321364  0.586182928504
## 56655.3  25.9067761308  2.71484108184
## 56663.3  24.7547757741  1.705612404
filter r_ps1 
## 55203.3  26.2093227932  4.75468456162
## 55446.6  24.133530838  0.681982330667
## 55452.6  25.4504823385  2.24792112775
## 55476.6  24.7583331501  1.11997778522
## 55500.5  25.5828529724  2.20453108972
## 55509.4  25.4180892376  2.18615314597
## 55524.4  23.5760678328  0.893669391157
## 55545.4  24.3744991008  0.853283323868
## 55596.2  24.9679069382  1.571365981
## 55824.6  25.1683083534  1.50207876623
## 55828.6  26.5645043552  6.32176441655
## 55858.5  25.4444162994  2.05375970549
## 55859.5  25.6390719317  2.48285631115
56206.6  22.4715180025  0.145909882141
56209.5  22.3201017747  0.115775922394
56213.5  22.1587059059  0.173751410813
56217.5  21.9447377305  0.0909787888663
56220.5  21.9489778737  0.106818690632
56235.5  22.5077362233  0.15980409806
56238.4  22.8946318898  0.361219747321
56242.4  23.2311171385  0.337123667641
56268.4  24.2354397349  0.686813249494
## 56302.3  24.3064354193  0.694419497447
## 56309.3  28.3525878933  42.7889590695
## 56344.2  24.111706503  1.66671502288
## 56590.5  25.1514514917  1.41652500018
## 56593.5  23.963569311  0.536055082616
## 56630.4  25.1168091583  1.76184275899
## 56636.4  25.546509237  2.9669605238
## 56652.3  26.263222437  5.13361379017
## 56655.3  23.9604806809  0.6710725003
## 56656.3  26.3836570823  6.03096172965
## 56663.3  31.3071968632  548.622504264
filter i_ps1 
## 55180.4  25.3291237509  1.91874654141
## 55204.3  25.4575749056  2.05712342042
## 55207.3  23.9160554047  0.56187188664
## 55213.3  23.4091313622  0.391192114065
## 55219.3  24.3842460571  0.87470977703
## 55222.3  25.2266449041  1.68171387753
## 55441.6  24.0736710164  0.654143226598
## 55444.6  31.0223384824  446.154061986
## 55456.6  25.823457784  2.86686280539
## 55465.6  24.3098225172  1.12650234198
## 55483.5  25.665602911  2.66693851588
## 55498.5  27.3539349389  13.2736945452
## 55534.4  24.8245357841  1.51443296554
## 55576.3  24.4287424584  1.21808516425
## 55588.2  23.0658812325  0.296570304326
## 55594.2  27.3788954911  11.961549941
## 55822.6  27.4784995706  12.3039458733
## 55831.6  25.0076268788  1.34158944938
## 55834.6  23.6845073141  0.490907015441
## 55890.4  26.6980769292  5.9790709489
## 55893.4  24.4164943055  1.33972590818
## 55900.4  24.8356773513  1.92686912667
## 55945.2  25.2815194526  1.88174575768
## 55950.3  26.0522566836  3.23832126859
## 55956.2  26.005487894  3.52144736746
56204.5  23.2021899101  0.245733975584
56207.6  22.7564821508  0.212554587806
56210.5  22.3136171198  0.120673935028
56213.5  21.9175351217  0.103661660383
56215.5  21.8886701722  0.111434449402
56218.5  21.7153583022  0.0619306313547
56221.5  21.7827141852  0.0760055721116
56233.5  22.2861581512  0.117776195326
56236.4  22.2139396232  0.0946715519086
56239.5  22.3228005846  0.157417362726
56242.4  22.4557163012  0.180179488258
## 56284.3  23.733737419  0.47305627912
## 56293.3  23.4782303926  0.592333962657
## 56299.3  24.7698659839  1.32236538813
## 56302.3  24.3869588576  0.883626792979
## 56310.3  24.9662216663  1.16846096794
## 56314.2  25.774953048  6.13248103402
## 56564.6  24.469064822  1.03480174737
## 56569.5  27.2076508836  9.91428942359
## 56661.3  25.1740284544  1.78989074535
## 56668.3  24.1730020229  0.887739770948
## 56677.3  25.920629814  3.10764420596
## 56683.2  23.7225321948  0.655900763415
filter z_ps1 
## 55091.6  27.1838597164  12.9744665007
## 55181.4  26.2559483755  6.4146468746
## 55187.3  25.1908539455  4.96205262392
## 55190.3  23.0453962321  0.217301546401
## 55200.4  25.4896514192  2.98262132607
## 55205.3  24.505007756  0.846923791567
## 55214.3  24.0044119286  0.51450624405
## 55220.3  23.2263798674  0.48219142902
## 55442.6  28.9625666301  56.541800817
## 55454.6  24.4658072453  0.865747834584
## 55466.6  23.907289137  0.898575888155
## 55472.6  25.8800763541  3.47455121937
## 55478.5  26.5890916135  5.65436776298
## 55484.5  25.6386808163  2.83077413515
## 55502.5  25.6250797912  2.31513019652
## 55508.4  24.3321880622  0.854185262615
## 55511.4  26.2754552292  5.68596781624
## 55547.3  24.5236805328  0.949835387486
## 55586.3  23.7288777188  0.889560199023
